gps_code,iata_code,name,type,ident,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,id,iso_region,municipality,scheduled_service,local_code,home_link,wikipedia_link,keywords
OSAP,ALP,Aleppo International Airport,medium_airport,OSAP,36.180698,37.2244,1276,AS,SY,5302,SY-HL,Aleppo,yes,,http://www.aleppo-airport.com/en/,https://en.wikipedia.org/wiki/Aleppo_International_Airport,مطار حلب الدولي
KALS,ALS,San Luis Valley Regional Airport/Bergman Field,medium_airport,KALS,37.434898,-105.866997,7539,NA,US,19275,US-CO,Alamosa,yes,ALS,https://www.sanluisvalleyairport.org/,https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport,
KALW,ALW,Walla Walla Regional Airport,medium_airport,KALW,46.09489822,-118.288002,1194,NA,US,3376,US-WA,Walla Walla,yes,ALW,,https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport,
KAMA,AMA,Rick Husband Amarillo International Airport,medium_airport,KAMA,35.219398,-101.706001,3607,NA,US,3377,US-TX,Amarillo,yes,AMA,http://airport.amarillo.gov/,https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,
VAAH,AMD,Sardar Vallabh Bhai Patel International Airport,medium_airport,VAAH,23.0772,72.634697,189,AS,IN,26431,IN-GJ,Ahmedabad,yes,,https://www.adani.com/svpia-ahmedabad-airport,https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,Gandhinagar Air Force Station
HAAM,AMH,Arba Minch Airport,medium_airport,HAAM,6.03939,37.5905,3901,AF,ET,3159,ET-SN,Arba Minch,yes,,,https://en.wikipedia.org/wiki/Arba_Minch_Airport,"Gantar, Minghi"
OJAI,AMM,Queen Alia International Airport,large_airport,OJAI,31.7226009369,35.9931983948,2395,AS,JO,5212,JO-AM,Amman,yes,,,https://en.wikipedia.org/wiki/Queen_Alia_International_Airport,
WAPP,AMQ,Pattimura International Airport,medium_airport,WAPP,-3.71026,128.089005,33,AS,ID,26784,ID-MA,Ambon,yes,,,https://en.wikipedia.org/wiki/Pattimura_Airport,
EHAM,AMS,Amsterdam Airport Schiphol,large_airport,EHAM,52.308601,4.76389,-11,EU,NL,2513,NL-NH,Amsterdam,yes,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
ULDD,AMV,Amderma Airport,medium_airport,ULDD,69.763298034668,61.5564002990723,13,AS,RU,30643,RU-NEN,Amderma,yes,,,https://en.wikipedia.org/wiki/Amderma_Airport,
PANC,ANC,Ted Stevens Anchorage International Airport,large_airport,PANC,61.179004,-149.992561,152,NA,US,5388,US-AK,Anchorage,yes,ANC,https://dot.alaska.gov/anc/,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
SCFA,ANF,Andrés Sabella Gálvez International Airport,medium_airport,SCFA,-23.444501,-70.445099,455,SA,CL,6018,CL-AN,Antofagasta,yes,,,https://en.wikipedia.org/wiki/Andr%C3%A9s_Sabella_G%C3%A1lvez_International_Airport,Cerro Moreno Airport
PANI,ANI,Aniak Airport,medium_airport,PANI,61.581600189209,-159.542999267578,88,NA,US,16291,US-AK,Aniak,yes,ANI,,https://en.wikipedia.org/wiki/Aniak_Airport,
FMNH,ANM,Antsirabe Airport,medium_airport,FMNH,-14.9994,50.320202,20,AF,MG,2917,MG-D,Antsirabe,yes,,,https://en.wikipedia.org/wiki/Antsirabato_Airport,
EBAW,ANR,Antwerp International Airport (Deurne),medium_airport,EBAW,51.190667,4.463153,39,EU,BE,2152,BE-VAN,Antwerp,yes,,http://www.antwerp-airport.be/,https://en.wikipedia.org/wiki/Antwerp_International_Airport,
SPHY,ANS,Andahuaylas Airport,small_airport,SPHY,-13.7063999176025,-73.3504028320313,11300,SA,PE,6215,PE-APU,Andahuaylas,yes,,,https://en.wikipedia.org/wiki/Andahuaylas_Airport,
TAPA,ANU,V C Bird International Airport,medium_airport,TAPA,17.1367,-61.792702,62,NA,AG,6359,AG-03,Osbourn,yes,,,https://en.wikipedia.org/wiki/VC_Bird_International_Airport,St. John's
PANV,ANV,Anvik Airport,medium_airport,PANV,62.646702,-160.190994,291,NA,US,5392,US-AK,Anvik,yes,ANV,,https://en.wikipedia.org/wiki/Anvik_Airport,
ENAN,ANX,"Andøya Airport, Andenes",medium_airport,ENAN,69.292503,16.144199,43,EU,NO,2565,NO-18,Andenes,yes,,https://avinor.no/en/airport/andoya-airport/,https://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes,
LTBY,AOE,Anadolu Airport,medium_airport,LTBY,39.809898,30.5194,2588,AS,TR,4547,TR-26,Eskişehir,yes,,,https://en.wikipedia.org/wiki/Anadolu_Airport,
ZYAS,AOG,Anshan Teng'ao Airport / Anshan Air Base,medium_airport,ZYAS,41.105301,122.853996,,AS,CN,30646,CN-21,Anshan,yes,,,https://en.wikipedia.org/wiki/Anshan_Teng%27ao_Airport,
LIPY,AOI,Marche Airport,medium_airport,LIPY,43.616299,13.3623,49,EU,IT,4367,IT-57,Falconara Marittima (AN),yes,AN01,http://www.aeroportomarche.com/index.php?lang=english,https://en.wikipedia.org/wiki/Marche_Airport,"Ancona, Ancona Falconara Airport, Falconara, Raffaello Sanzio Airport"
RJSA,AOJ,Aomori Airport,medium_airport,RJSA,40.7346992492676,140.690994262695,664,AS,JP,5605,JP-02,Aomori,yes,,,https://en.wikipedia.org/wiki/Aomori_Airport,
LGKP,AOK,Karpathos Airport,medium_airport,LGKP,35.421398,27.146,66,EU,GR,4265,GR-L,Karpathos Island,yes,,,https://en.wikipedia.org/wiki/Karpathos_Island_National_Airport,
KAOO,AOO,Altoona Blair County Airport,medium_airport,KAOO,40.296398,-78.32,1503,NA,US,3380,US-PA,Altoona,yes,AOO,,https://en.wikipedia.org/wiki/Altoona-Blair_County_Airport,
BGAG,AOQ,Aappilattoq Heliport,heliport,BGAG,72.88703,-55.596287,42,NA,GL,43214,GL-AV,Aappilattoq,yes,AAP,,https://en.wikipedia.org/wiki/Aappilattoq_Heliport_(Avannaata),
WMKA,AOR,Sultan Abdul Halim Airport,medium_airport,WMKA,6.18967008590698,100.398002624512,15,AS,MY,26866,MY-02,Alor Satar,yes,,,https://en.wikipedia.org/wiki/Sultan_Abdul_Halim_Airport,
AK81,AOS,Amook Bay Seaplane Base,seaplane_base,AK81,57.4715003967,-153.815002441,,NA,US,16174,US-AK,Amook Bay,yes,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,
NTGD,APK,Apataki Airport,small_airport,NTGD,-15.5736,-146.414993,8,OC,PF,30648,PF-U-A,Apataki,yes,,,https://en.wikipedia.org/wiki/Apataki_Airport,
FQNP,APL,Nampula Airport,medium_airport,FQNP,-15.1056003570557,39.2817993164063,1444,AF,MZ,2980,MZ-N,Nampula,yes,,,https://en.wikipedia.org/wiki/Nampula_Airport,
KAPN,APN,Alpena County Regional Airport,medium_airport,KAPN,45.0780983,-83.56030273,690,NA,US,3382,US-MI,Alpena,yes,APN,,https://en.wikipedia.org/wiki/Alpena_County_Regional_Airport,
SKLC,APO,Antonio Roldán Betancur Airport,medium_airport,SKLC,7.81196,-76.7164,46,SA,CO,6127,CO-ANT,Carepa,yes,APO,,https://en.wikipedia.org/wiki/Antonio_Rold%C3%A1n_Betancur_Airport,
NSFA,APW,Faleolo International Airport,medium_airport,NSFA,-13.8299999237061,-172.007995605469,58,OC,WS,4976,WS-AA,Apia,yes,,,https://en.wikipedia.org/wiki/Faleolo_International_Airport,
SBAQ,AQA,Araraquara Airport,medium_airport,SBAQ,-21.812,-48.132999,2334,SA,BR,5861,BR-SP,Araraquara,yes,SP0012,http://www.daesp.sp.gov.br/aeroporto-estadual-de-araraquara-bartolomeu-de-gusmao/,https://en.wikipedia.org/wiki/Araraquara_Airport,
ZSAQ,AQG,Anqing Tianzhushan Airport / Anqing North Air Base,medium_airport,ZSAQ,30.582199,117.050003,,AS,CN,30650,CN-34,Anqing,yes,,,https://en.wikipedia.org/wiki/Anqing_Tianzhushan_Airport,
OEPA,AQI,Al Qaisumah/Hafr Al Batin Airport,medium_airport,OEPA,28.335199,46.125099,1174,AS,SA,5103,SA-04,Qaisumah,yes,,,https://en.wikipedia.org/wiki/Al_Qaisumah/Hafr_Al_Batin_Airport,Qaisumah Domestic Airport
OJAQ,AQJ,Aqaba King Hussein International Airport,medium_airport,OJAQ,29.6116008758545,35.0181007385254,175,AS,JO,5214,JO-AQ,Aqaba,yes,,,https://en.wikipedia.org/wiki/Aqaba_Airport,
SPQU,AQP,Rodríguez Ballón International Airport,medium_airport,SPQU,-16.3411006927,-71.5830993652,8405,SA,PE,6233,PE-ARE,Arequipa,yes,,,https://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport,
PARC,ARC,Arctic Village Airport,medium_airport,PARC,68.1147,-145.578995,2092,NA,US,5402,US-AK,Arctic Village,yes,ARC,,https://en.wikipedia.org/wiki/Arctic_Village_Airport,
WATM,ARD,Alor Island - Mali Airport,small_airport,WATM,-8.13234,124.597,10,AS,ID,26799,ID-NT,Kabola,yes,,,https://en.wikipedia.org/wiki/Alor_Island_Airport,
ULAA,ARH,Talagi Airport,medium_airport,ULAA,64.6003036499023,40.7167015075684,62,EU,RU,6488,RU-ARK,Archangelsk,yes,,,https://en.wikipedia.org/wiki/Talagi_Airport,"Арха́нгельск, Archangel"
SCAR,ARI,Chacalluta Airport,medium_airport,SCAR,-18.348499,-70.338699,167,SA,CL,6001,CL-AP,Arica,yes,,,https://en.wikipedia.org/wiki/Chacalluta_International_Airport,
HTAR,ARK,Arusha Airport,medium_airport,HTAR,-3.36778998374939,36.63330078125,4550,AF,TZ,3250,TZ-01,Arusha,yes,,,https://en.wikipedia.org/wiki/Arusha_Airport,
YARM,ARM,Armidale Airport,medium_airport,YARM,-30.5280990601,151.617004395,3556,OC,AU,26893,AU-NSW,Armidale,yes,,,https://en.wikipedia.org/wiki/Armidale_Airport,
ESSA,ARN,Stockholm-Arlanda Airport,large_airport,ESSA,59.64849,17.928829,137,EU,SE,2701,SE-AB,Stockholm,yes,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
KART,ART,Watertown International Airport,medium_airport,KART,43.991901,-76.021698,325,NA,US,3383,US-NY,Watertown,yes,ART,,https://en.wikipedia.org/wiki/Watertown_International_Airport,
SBAU,ARU,Araçatuba Airport,medium_airport,SBAU,-21.141479,-50.424575,1361,SA,BR,5865,BR-SP,Araçatuba,yes,SP0009,http://www.daesp.sp.gov.br/aeroporto-estadual-de-aracatuba-dario-guarita/,https://en.wikipedia.org/wiki/Ara%C3%A7atuba_Airport,"Dario Guarita State Airport,"
LRAR,ARW,Arad International Airport,medium_airport,LRAR,46.176601,21.261999,352,EU,RO,4471,RO-AR,Arad,yes,,,https://en.wikipedia.org/wiki/Arad_International_Airport,
HHSB,ASA,Assab International Airport,medium_airport,HHSB,13.0718002319336,42.6450004577637,46,AF,ER,3204,ER-DK,Asab,yes,,,https://en.wikipedia.org/wiki/Asseb_International_Airport,
UTAA,ASB,Ashgabat International Airport,large_airport,UTAA,37.986801,58.361,692,AS,TM,26380,TM-S,Ashgabat,yes,,,https://en.wikipedia.org/wiki/Ashgabat_International_Airport,Saparmurat Turkmenbashy International Airport
KASE,ASE,Aspen-Pitkin County Airport (Sardy Field),medium_airport,KASE,39.223202,-106.869003,7820,NA,US,19308,US-CO,Aspen,yes,ASE,http://aspenairport.com/,https://en.wikipedia.org/wiki/Aspen%E2%80%93Pitkin_County_Airport,
URWA,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,medium_airport,URWA,46.282843,48.010511,-65,AS,RU,6520,RU-AST,Astrakhan,yes,,http://xn--80aaaa9dcahhdbllc1cxhc.xn--p1ai/,https://en.wikipedia.org/wiki/Narimanovo_Airport,"Astrahan Airport, Narimanovo Airport, Аэропорт Астрахань, Аэропорт Нариманово"
FHAW,ASI,RAF Ascension Island,medium_airport,FHAW,-7.9696,-14.3937,278,AF,SH,2877,SH-AC,Cat Hill,yes,,http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#,https://en.wikipedia.org/wiki/RAF_Ascension_Island,"Wideawake Airfield, Ascension Island Auxiliary Field"
RJKA,ASJ,Amami Airport,medium_airport,RJKA,28.4305992126465,129.712997436523,27,AS,JP,5577,JP-46,Amami,yes,,,https://en.wikipedia.org/wiki/Amami_Airport,
HHAS,ASM,Asmara International Airport,medium_airport,HHAS,15.2918996810913,38.910701751709,7661,AF,ER,3202,ER-SK,Asmara,yes,,,https://en.wikipedia.org/wiki/Asmara_International_Airport,
HASO,ASO,Asosa Airport,medium_airport,HASO,10.018500328064,34.5862998962402,5100,AF,ET,3169,ET-BE,Asosa,yes,,,https://en.wikipedia.org/wiki/Asosa_Airport,
YBAS,ASP,Alice Springs Airport,medium_airport,YBAS,-23.806588,133.903427,1789,OC,AU,26900,AU-NT,Alice Springs,yes,,http://www.alicespringsairport.com.au/,https://en.wikipedia.org/wiki/Alice_Springs_Airport,
LTAU,ASR,Kayseri Erkilet Airport,medium_airport,LTAU,38.770401001,35.4953994751,3463,AS,TR,4523,TR-38,Kayseri,yes,,,https://en.wikipedia.org/wiki/Erkilet_Airport,
SGAS,ASU,Silvio Pettirossi International Airport,large_airport,SGAS,-25.240156,-57.519227,292,SA,PY,6088,PY-11,Asunción,yes,,,https://en.wikipedia.org/wiki/Silvio_Pettirossi_International_Airport,"Luque, Stroessner, Aeropuerto Internacional Silvio Pettirossi"
HKAM,ASV,Amboseli Airport,medium_airport,HKAM,-2.64505004882813,37.253101348877,3755,AF,KE,28481,KE-700,Amboseli National Park,yes,,,https://en.wikipedia.org/wiki/Amboseli_Airport,Maasai Amboseli Game Reserve
HESN,ASW,Aswan International Airport,medium_airport,HESN,23.968137,32.824445,650,AF,EG,3199,EG-ASN,Aswan,yes,,,https://en.wikipedia.org/wiki/Aswan_International_Airport,
HSAT,ATB,Atbara Airport,small_airport,HSAT,17.7103443145752,34.0570182800293,1181,AF,SD,30654,SD-04,Atbara,yes,,,https://en.wikipedia.org/wiki/Atbara_Airport,
MYCA,ATC,Arthur's Town Airport,medium_airport,MYCA,24.6294,-75.673797,18,NA,BS,4936,BS-CI,Arthur's Town,yes,,,https://en.wikipedia.org/wiki/Arthur's_Town_Airport,
AGAT,ATD,Uru Harbour Airport,small_airport,AGAT,-8.87333,161.011002,,OC,SB,35172,SB-ML,Atoifi,yes,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
LGAV,ATH,Athens Eleftherios Venizelos International Airport,large_airport,LGAV,37.936401,23.9445,308,EU,GR,4251,GR-I,Spata-Artemida,yes,,http://www.aia.gr,https://en.wikipedia.org/wiki/Athens_International_Airport,
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,medium_airport,PATQ,70.46704,-157.436013,96,NA,US,5416,US-AK,Atqasuk,yes,ATK,,https://en.wikipedia.org/wiki/Atqasuk_Edward_Burnell_Sr._Memorial_Airport,Z46
KATL,ATL,Hartsfield Jackson Atlanta International Airport,large_airport,KATL,33.6367,-84.428101,1026,NA,US,3384,US-GA,Atlanta,yes,ATL,http://www.atlanta-airport.com/,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,
SBHT,ATM,Altamira Interstate Airport,medium_airport,SBHT,-3.253144,-52.253938,368,SA,BR,5914,BR-PA,Altamira,yes,PA0003,https://www4.infraero.gov.br/aeroportos/aeroporto-de-altamira-para/,https://en.wikipedia.org/wiki/Altamira_Airport,
AYAI,ATP,Aitape Airport,small_airport,ATP,-3.14361111111,142.346805556,10,OC,PG,301672,PG-SAN,Aitape,yes,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
VIAR,ATQ,Sri Guru Ram Dass Jee International Airport,medium_airport,VIAR,31.7096,74.797302,756,AS,IN,26540,IN-PB,Amritsar,yes,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,https://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,Amritsar Air Force Station
KATW,ATW,Appleton International Airport,medium_airport,KATW,44.258099,-88.519096,918,NA,US,19320,US-WI,Appleton,yes,ATW,http://atwairport.com/,https://en.wikipedia.org/wiki/Outagamie_County_Regional_Airport,Outagamie County Regional Airport
KATY,ATY,Watertown Regional Airport,medium_airport,KATY,44.91400146,-97.15470123,1749,NA,US,3385,US-SD,Watertown,yes,ATY,,https://en.wikipedia.org/wiki/Watertown_Regional_Airport,
HEAT,ATZ,Asyut International Airport,medium_airport,HEAT,27.050818,31.016309,748,AF,EG,3177,EG-AST,Asyut,yes,,,https://en.wikipedia.org/wiki/Assiut_Airport,Asyut
TNCA,AUA,Queen Beatrix International Airport,large_airport,TNCA,12.5014,-70.015198,60,NA,AW,6402,AW-U-A,Oranjestad,yes,,,https://en.wikipedia.org/wiki/Queen_Beatrix_International_Airport,Playa
SKUC,AUC,Santiago Perez Airport,medium_airport,SKUC,7.06888,-70.7369,420,SA,CO,6171,CO-ARA,Arauca,yes,AUC,,https://en.wikipedia.org/wiki/Santiago_P%C3%A9rez_Airport,
KAUG,AUG,Augusta State Airport,medium_airport,KAUG,44.3205986023,-69.7973022461,352,NA,US,19321,US-ME,Augusta,yes,AUG,,https://en.wikipedia.org/wiki/Augusta_State_Airport,
OMAA,AUH,Zayed International Airport,large_airport,OMAA,24.443764,54.651718,88,AS,AE,5226,AE-AZ,Abu Dhabi,yes,,http://www.abudhabiairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,Abu Dhabi International
PAUK,AUK,Alakanuk Airport,small_airport,PAUK,62.682653,-164.722481,10,NA,US,16387,US-AK,Alakanuk,yes,AUK,,https://en.wikipedia.org/wiki/Alakanuk_Airport,
NTMN,AUQ,Hiva Oa-Atuona Airport,medium_airport,NTMN,-9.76879024506,-139.011001587,1481,OC,PF,5002,PF-U-A,Hiva Oa Island,yes,,,https://en.wikipedia.org/wiki/Atuona_Airport,HIX
LFLW,AUR,Aurillac Airport,medium_airport,LFLW,44.8913993835449,2.42194008827209,2096,EU,FR,4146,FR-ARA,Aurillac,yes,,,https://en.wikipedia.org/wiki/Aurillac_Airport,
KAUS,AUS,Austin Bergstrom International Airport,large_airport,KAUS,30.197535,-97.662015,542,NA,US,3386,US-TX,Austin,yes,AUS,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,"BSM, KBSM, Bergstrom AFB"
YAUR,AUU,Aurukun Airport,small_airport,YAUR,-13.354019,141.720028,31,OC,AU,26894,AU-QLD,Aurukun,yes,,,https://en.wikipedia.org/wiki/Aurukun_Airport,
SWGN,AUX,Araguaína Airport,medium_airport,SWGN,-7.22787,-48.240501,771,SA,BR,538,BR-TO,Araguaína,yes,TO0002,,https://en.wikipedia.org/wiki/Aragua%C3%ADna_Airport,
NVVA,AUY,Aneityum Airport,small_airport,NVVA,-20.2492008209,169.770996094,7,OC,VU,30663,VU-TAE,Anatom Island,yes,,,https://en.wikipedia.org/wiki/Anatom_Airport,"Anelghowhat Airport, Anatom Airport"
ZUAS,AVA,Anshun Huangguoshu Airport,medium_airport,ZUAS,26.260556,105.873333,4812,AS,CN,300785,CN-52,Anshun (Xixiu),yes,,,https://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport,
MUCA,AVI,Máximo Gómez Airport,medium_airport,MUCA,22.0271,-78.789597,335,NA,CU,4829,CU-08,Ciro Redondo,yes,,,https://en.wikipedia.org/wiki/M%C3%A1ximo_G%C3%B3mez_Airport,Ciego de Ávila
ZMAH,AVK,Arvaikheer Airport,medium_airport,ZMAH,46.250301361084,102.802001953125,5932,AS,MN,29670,MN-055,Arvaikheer,yes,,,https://en.wikipedia.org/wiki/Arvaikheer_Airport,
KAVL,AVL,Asheville Regional Airport,medium_airport,KAVL,35.436199,-82.541801,2165,NA,US,3387,US-NC,Asheville,yes,AVL,,https://en.wikipedia.org/wiki/Asheville_Regional_Airport,
LFMV,AVN,Avignon-Caumont Airport,medium_airport,LFMV,43.907299,4.90183,124,EU,FR,4163,FR-PAC,"Avignon, Vaucluse",yes,,https://avignon.aero/,https://en.wikipedia.org/wiki/Avignon_-_Caumont_Airport,
KAVP,AVP,Wilkes Barre Scranton International Airport,medium_airport,KAVP,41.3385009766,-75.7233963013,962,NA,US,3388,US-PA,Wilkes-Barre/Scranton,yes,AVP,http://www.flyavp.com/,https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport,
YMAV,AVV,Avalon Airport,medium_airport,YMAV,-38.039398,144.468994,35,OC,AU,27043,AU-VIC,Lara,yes,,https://www.avalonairport.com.au/,https://en.wikipedia.org/wiki/Avalon_Airport,"Lara, Geelong"
HALA,AWA,Hawassa International Airport,medium_airport,HALA,7.099869,38.396187,5450,AF,ET,30664,ET-XSD,Hawassa,yes,,,https://en.wikipedia.org/wiki/Awasa_Airport,Awasa
AYAW,AWB,Awaba Airport,small_airport,PG-AWB,-8.013414,142.752099,32,OC,PG,42763,PG-WPD,Awaba,yes,AWB,,https://en.wikipedia.org/wiki/Awaba_Airport,
NVVB,AWD,Aniwa Airport,small_airport,NVVB,-19.2346,169.6009,69,OC,VU,30665,VU-TAE,Aniwa,yes,,,https://en.wikipedia.org/wiki/Aniwa_Airport,
PWAK,AWK,Wake Island Airfield,medium_airport,PWAK,19.282437,166.636637,14,OC,UM,5506,UM-79,Wake Island,yes,AWK,,https://en.wikipedia.org/wiki/Wake_Island_Airfield,
OIAW,AWZ,Lieutenant General Qasem Soleimani International Airport,medium_airport,OIAW,31.3374,48.762001,66,AS,IR,5137,IR-06,Ahvaz,yes,,,https://en.wikipedia.org/wiki/Ahvaz_International_Airport,"Ahvaz, Ahvaz International Airport, Ahwaz"
TQPF,AXA,Clayton J Lloyd International Airport,medium_airport,TQPF,18.204773,-63.05383,127,NA,AI,6407,AI-U-A,The Valley,yes,,http://www.news.ai/ref/airport.html,https://en.wikipedia.org/wiki/Clayton_J._Lloyd_International_Airport,Wallblake Airport
LGAL,AXD,Alexandroupoli Democritus Airport,medium_airport,LGAL,40.8559,25.956301,24,EU,GR,4250,GR-A,Alexandroupolis,yes,,,https://en.wikipedia.org/wiki/Alexandroupoli_Airport,
ZBAL,AXF,Alxa Left Banner Bayanhot Airport,medium_airport,AXF,38.74831,105.58858,4560,AS,CN,314558,CN-15,Bayanhot,yes,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
RJDA,AXJ,Amakusa Airport,small_airport,RJDA,32.482498,130.158997,340,AS,JP,5553,JP-43,Amakusa,yes,,,https://en.wikipedia.org/wiki/Amakusa_Airfield,
SKAR,AXM,El Eden Airport,medium_airport,SKAR,4.45278,-75.7664,3990,SA,CO,6099,CO-QUI,Armenia,yes,AXM,,https://en.wikipedia.org/wiki/El_Ed%C3%A9n_Airport,
MYAP,AXP,Spring Point Airport,medium_airport,MYAP,22.441799,-73.970901,11,NA,BS,4929,BS-AK,Spring Point,yes,,,https://en.wikipedia.org/wiki/Spring_Point_Airport,
NTGU,AXR,Arutua Airport,medium_airport,NTGU,-15.2482995986938,-146.617004394531,9,OC,PF,4994,PF-U-A,,yes,,,https://en.wikipedia.org/wiki/Arutua_Airport,
RJSK,AXT,Akita Airport,medium_airport,RJSK,39.615601,140.218994,313,AS,JP,5611,JP-05,Akita,yes,,,https://en.wikipedia.org/wiki/Akita_Airport,
HAAX,AXU,Axum Airport,medium_airport,HAAX,14.1468,38.7728,6959,AF,ET,3160,ET-TI,Axum,yes,,,https://en.wikipedia.org/wiki/Axum_Airport,"Aksum, Emperor Yohannes IV Airport"
VEAY,AYJ,Ayodhya Airport,medium_airport,IN-0025,26.751283,82.155295,335,AS,IN,46512,IN-UP,Faizabad,yes,,,https://en.wikipedia.org/wiki/Ayodhya_Airport,Maharishi Valmiki International
SPHO,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,medium_airport,SPHO,-13.1548,-74.204399,8917,SA,PE,6214,PE-AYA,Ayacucho,yes,,,https://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport,Coronel FAP Alfredo Mendivil Duarte
YAYE,AYQ,Ayers Rock Connellan Airport,medium_airport,YAYE,-25.185913,130.97703,1626,OC,AU,26895,AU-NT,Yulara,yes,,,https://en.wikipedia.org/wiki/Ayers_Rock_Airport,"Ayers Rock,Uluru"
LTAI,AYT,Antalya International Airport,large_airport,LTAI,36.898701,30.800501,177,AS,TR,4515,TR-07,Antalya,yes,,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,https://en.wikipedia.org/wiki/Antalya_Airport,
KIWA,AZA,Phoenix–Mesa Gateway Airport,medium_airport,KIWA,33.3078,-111.654999,1382,NA,US,3617,US-AZ,Mesa,yes,IWA,https://www.gatewayairport.com/,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport,"Higley Field, CHD, Williams Air Force Base, Williams Gateway Airport"
OIYY,AZD,Shahid Sadooghi Airport,medium_airport,OIYY,31.9048995972,54.2765007019,4054,AS,IR,5206,IR-21,Yazd,yes,,,https://en.wikipedia.org/wiki/Shahid_Sadooghi_Airport,
UTFA,AZN,Andizhan Airport,medium_airport,UTKA,40.727699,72.293999,1515,AS,UZ,30672,UZ-AN,Andizhan,yes,,,https://en.wikipedia.org/wiki/Andizhan_Airport,"UTKA, Andijan Airport"
KAZO,AZO,Kalamazoo Battle Creek International Airport,medium_airport,KAZO,42.2349014282227,-85.5521011352539,874,NA,US,3390,US-MI,Kalamazoo,yes,AZO,,https://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport,
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,medium_airport,DAUA,27.837601,-0.186414,919,AF,DZ,2075,DZ-01,Adrar,yes,,,https://en.wikipedia.org/wiki/Touat_Cheikh_Sidi_Mohamed_Belkebir_Airport,
